file_name,block_name,variant,avg_color_srgb,avg_color_linear
purpur_pillar.png,Purpur Pillar,base,"(171, 129, 171)","(105, 56, 105)"
quartz_block_top.png,Quartz Block,top,"(235, 229, 222)","(213, 201, 187)"
quartz_bricks.png,Quartz Bricks,base,"(234, 229, 221)","(211, 201, 186)"
quartz_pillar.png,Quartz Pillar,base,"(235, 230, 224)","(213, 203, 191)"
raw_copper_block.png,Raw Copper Block,base,"(154, 105, 79)","(84, 36, 19)"
raw_gold_block.png,Raw Gold Block,base,"(221, 169, 46)","(186, 103, 5)"
raw_iron_block.png,Raw Iron Block,base,"(166, 135, 107)","(99, 62, 37)"
red_concrete.png,Red Concrete,base,"(142, 32, 32)","(70, 2, 2)"
red_concrete_powder.png,Red Concrete Powder,base,"(168, 54, 50)","(101, 8, 7)"
red_glazed_terracotta.png,Red Glazed Terracotta,base,"(181, 59, 53)","(119, 10, 8)"
red_mushroom_block.png,Red Mushroom Block,base,"(200, 46, 45)","(149, 5, 5)"
red_nether_bricks.png,Red Nether Bricks,base,"(69, 7, 9)","(14, 0, 0)"
red_sand.png,Red Sand,base,"(190, 102, 33)","(133, 33, 2)"
red_sandstone.png,Red Sandstone,base,"(186, 99, 29)","(127, 31, 2)"
red_stained_glass.png,Red Stained Glass,base,"(153, 51, 51)","(82, 7, 7)"
red_terracotta.png,Red Terracotta,base,"(143, 61, 46)","(71, 10, 5)"
red_wool.png,Red Wool,base,"(160, 39, 34)","(91, 4, 3)"
redstone_block.png,Redstone Block,base,"(175, 24, 5)","(111, 1, 0)"
redstone_lamp.png,Redstone Lamp,base,"(95, 54, 30)","(29, 8, 2)"
redstone_lamp_on.png,Redstone Lamp On,on,"(142, 101, 60)","(70, 33, 10)"
redstone_ore.png,Redstone Ore,base,"(140, 109, 109)","(68, 39, 39)"
reinforced_deepslate_side.png,Reinforced Deepslate,side,"(102, 109, 100)","(33, 39, 32)"
resin_block.png,Resin Block,base,"(217, 99, 25)","(178, 31, 1)"
resin_bricks.png,Resin Bricks,base,"(205, 88, 24)","(157, 24, 1)"
resin_clump.png,Resin Clump,base,"(24, 12, 2)","(1, 0, 0)"
respawn_anchor_top.png,Respawn Anchor,top,"(76, 23, 150)","(17, 1, 79)"
rooted_dirt.png,Rooted Dirt,base,"(144, 103, 76)","(72, 34, 17)"
sand.png,Sand,base,"(219, 207, 163)","(182, 161, 95)"
sandstone.png,Sandstone,base,"(216, 203, 155)","(176, 154, 85)"
sculk.png,Sculk,base,"(12, 29, 36)","(0, 2, 3)"
sculk_vein.png,Sculk Vein,base,"(5, 33, 40)","(0, 2, 4)"
sea_lantern.png,Sea Lantern,base,"(172, 199, 190)","(107, 147, 133)"
shroomlight.png,Shroomlight,base,"(240, 146, 70)","(223, 74, 14)"
slime_block.png,Slime Block,base,"(111, 192, 91)","(40, 136, 26)"
smithing_table_bottom.png,Smithing Table Bottom,bottom,"(64, 28, 23)","(12, 1, 1)"
smithing_table_front.png,Smithing Table,front,"(56, 37, 38)","(9, 3, 3)"
smoker_front.png,Smoker,front,"(87, 75, 57)","(23, 17, 9)"
smooth_basalt.png,Smooth Basalt,base,"(72, 72, 78)","(15, 15, 18)"
smooth_stone.png,Smooth Stone,base,"(158, 158, 158)","(88, 88, 88)"
snow.png,Snow,base,"(249, 254, 254)","(241, 252, 252)"
soul_sand.png,Soul Sand,base,"(81, 62, 50)","(20, 11, 7)"
soul_soil.png,Soul Soil,base,"(75, 57, 46)","(17, 9, 5)"
spawner.png,Spawner,base,"(25, 31, 43)","(1, 2, 5)"
sponge.png,Sponge,base,"(195, 192, 74)","(141, 136, 16)"
spruce_leaves.png,Spruce Leaves,base,"(78, 78, 78)","(18, 18, 18)"
spruce_log.png,Spruce Log,base,"(58, 37, 16)","(9, 3, 0)"
spruce_log_top.png,Spruce Log Top,top,"(108, 80, 46)","(38, 19, 5)"
spruce_planks.png,Spruce Planks,base,"(114, 84, 48)","(43, 22, 6)"
spruce_trapdoor.png,Spruce Trapdoor,base,"(103, 79, 47)","(34, 19, 6)"
stone.png,Stone,base,"(125, 125, 125)","(53, 53, 53)"
stone_bricks.png,Stone Bricks,base,"(122, 121, 122)","(50, 49, 50)"
stripped_acacia_log.png,Stripped Acacia,base,"(174, 92, 59)","(109, 27, 10)"
stripped_acacia_log_top.png,Stripped Acacia Top,top,"(166, 91, 51)","(99, 26, 7)"
stripped_bamboo_block_top.png,Stripped Bamboo Top,top,"(178, 158, 72)","(115, 88, 15)"
stripped_birch_log.png,Stripped Birch,base,"(196, 176, 118)","(142, 112, 46)"
stripped_birch_log_top.png,Stripped Birch Top,top,"(191, 171, 116)","(135, 105, 45)"
stripped_cherry_log.png,Stripped Cherry,base,"(215, 145, 148)","(175, 73, 77)"
stripped_cherry_log_top.png,Stripped Cherry Top,top,"(221, 164, 157)","(186, 96, 87)"
stripped_crimson_stem.png,Stripped Crimson Stem,base,"(137, 57, 90)","(65, 9, 25)"
stripped_crimson_stem_top.png,Stripped Crimson Stem Top,top,"(121, 56, 82)","(49, 9, 21)"
stripped_dark_oak_log.png,Stripped Dark Oak,base,"(72, 56, 36)","(15, 9, 3)"
stripped_dark_oak_log_top.png,Stripped Dark Oak Top,top,"(65, 44, 22)","(12, 5, 1)"
stripped_jungle_log.png,Stripped Jungle,base,"(171, 132, 84)","(105, 59, 22)"
stripped_jungle_log_top.png,Stripped Jungle Top,top,"(165, 122, 81)","(97, 50, 20)"
stripped_mangrove_log.png,Stripped Mangrove,base,"(119, 54, 47)","(47, 8, 6)"
stripped_mangrove_log_top.png,Stripped Mangrove Top,top,"(109, 43, 43)","(39, 5, 5)"
stripped_oak_log.png,Stripped Oak,base,"(177, 144, 86)","(114, 72, 23)"
stripped_oak_log_top.png,Stripped Oak Top,top,"(160, 129, 77)","(91, 56, 18)"
stripped_pale_oak_log.png,Stripped Pale Oak,base,"(245, 238, 236)","(233, 219, 215)"
stripped_pale_oak_log_top.png,Stripped Pale Oak Top,top,"(235, 226, 225)","(213, 195, 193)"
stripped_spruce_log.png,Stripped Spruce,base,"(115, 89, 52)","(44, 25, 7)"
stripped_spruce_log_top.png,Stripped Spruce Top,top,"(105, 80, 46)","(36, 19, 5)"
stripped_warped_stem.png,Stripped Warped Stem,base,"(57, 150, 147)","(9, 79, 75)"
stripped_warped_stem_top.png,Stripped Warped Stem Top,top,"(52, 128, 124)","(7, 55, 52)"
target_top.png,Target,top,"(226, 170, 157)","(195, 104, 87)"
terracotta.png,Terracotta,base,"(152, 94, 67)","(81, 28, 13)"
tinted_glass.png,Tinted Glass,base,"(43, 38, 45)","(5, 3, 5)"
tnt_side.png,TNT,side,"(182, 88, 84)","(121, 24, 22)"
tube_coral_block.png,Tube Coral Block,base,"(49, 87, 206)","(6, 23, 159)"
tuff.png,Tuff,base,"(108, 109, 102)","(38, 39, 33)"
tuff_bricks.png,Tuff Bricks,base,"(98, 102, 95)","(31, 33, 29)"
verdant_froglight_top.png,Verdant Froglight,top,"(229, 244, 228)","(201, 231, 199)"
warped_nylium.png,Warped Nylium,base,"(43, 114, 101)","(5, 43, 33)"
warped_planks.png,Warped Planks,base,"(43, 104, 99)","(5, 35, 31)"
warped_trapdoor.png,Warped Trapdoor,base,"(37, 93, 87)","(3, 27, 23)"
warped_wart_block.png,Warped Wart Block,base,"(22, 119, 121)","(1, 47, 49)"
weathered_chiseled_copper.png,Weathered Chiseled Copper,base,"(104, 150, 111)","(35, 79, 40)"
weathered_copper.png,Weathered Copper,base,"(108, 153, 110)","(38, 82, 40)"
weathered_copper_bulb.png,Weathered Copper Bulb,base,"(92, 126, 99)","(27, 54, 31)"
weathered_copper_bulb_lit.png,Weathered Copper Bulb Lit,base,"(156, 157, 98)","(86, 87, 31)"
weathered_copper_grate.png,Weathered Copper Grate,base,"(74, 106, 77)","(16, 36, 18)"
weathered_copper_trapdoor.png,Weathered Copper Trapdoor,base,"(86, 122, 87)","(23, 50, 23)"
weathered_cut_copper.png,Weathered Cut Copper,base,"(109, 145, 107)","(39, 73, 37)"
white_concrete.png,White Concrete,base,"(207, 213, 214)","(161, 171, 173)"
white_concrete_powder.png,White Concrete Powder,base,"(225, 227, 227)","(193, 197, 197)"
white_glazed_terracotta.png,White Glazed Terracotta,base,"(188, 212, 202)","(130, 169, 152)"
white_stained_glass.png,White Stained Glass,base,"(255, 255, 255)","(255, 255, 255)"
white_terracotta.png,White Terracotta,base,"(209, 178, 161)","(164, 115, 92)"
white_wool.png,White Wool,base,"(233, 236, 236)","(209, 215, 215)"
yellow_concrete.png,Yellow Concrete,base,"(240, 175, 21)","(223, 111, 1)"
yellow_concrete_powder.png,Yellow Concrete Powder,base,"(232, 199, 54)","(207, 147, 8)"
yellow_glazed_terracotta.png,Yellow Glazed Terracotta,base,"(234, 192, 88)","(211, 136, 24)"
yellow_stained_glass.png,Yellow Stained Glass,base,"(229, 229, 51)","(201, 201, 7)"
yellow_terracotta.png,Yellow Terracotta,base,"(186, 133, 35)","(127, 60, 3)"
yellow_wool.png,Yellow Wool,base,"(248, 197, 39)","(239, 144, 4)"
